Stock_Code,Change_Status,Date
ASTOR,0,22-09-2023
ENJSA,1,22-09-2023
TCELL,-1,22-09-2023
TTKOM,0,22-09-2023
OYAKC,1,22-09-2023
KONYA,0,22-09-2023
YBTAS,1,22-09-2023
EREGL,1,22-09-2023
KRDMD,1,22-09-2023
TOASO,-1,22-09-2023
FROTO,-1,22-09-2023
BIMAS,0,22-09-2023
SOKM,-1,22-09-2023
ARCLK,-1,22-09-2023
VESTL,1,22-09-2023
THYAO,-1,22-09-2023
PGSUS,0,22-09-2023
