Stock_Code,Change_Status,Date
ASTOR,-1,28-09-2023
ENJSA,0,28-09-2023
TCELL,-1,28-09-2023
TTKOM,-1,28-09-2023
OYAKC,-1,28-09-2023
KONYA,-1,28-09-2023
YBTAS,-1,28-09-2023
EREGL,0,28-09-2023
KRDMD,-1,28-09-2023
TOASO,1,28-09-2023
FROTO,0,28-09-2023
BIMAS,0,28-09-2023
SOKM,-1,28-09-2023
ARCLK,0,28-09-2023
VESTL,0,28-09-2023
THYAO,1,28-09-2023
PGSUS,1,28-09-2023
