Stock_Code,Change_Status,Date
ASTOR,0,29-09-2023
ENJSA,0,29-09-2023
TCELL,1,29-09-2023
TTKOM,1,29-09-2023
OYAKC,1,29-09-2023
KONYA,1,29-09-2023
YBTAS,-1,29-09-2023
EREGL,0,29-09-2023
KRDMD,0,29-09-2023
TOASO,1,29-09-2023
FROTO,1,29-09-2023
BIMAS,1,29-09-2023
SOKM,-1,29-09-2023
ARCLK,1,29-09-2023
VESTL,1,29-09-2023
THYAO,0,29-09-2023
PGSUS,0,29-09-2023
