Stock_Code,Change_Status,Date
ASTOR,0,15-09-2023
ENJSA,-1,15-09-2023
TCELL,-1,15-09-2023
TTKOM,-1,15-09-2023
OYAKC,-1,15-09-2023
KONYA,0,15-09-2023
YBTAS,-1,15-09-2023
EREGL,0,15-09-2023
KRDMD,-1,15-09-2023
TOASO,-1,15-09-2023
FROTO,-1,15-09-2023
BIMAS,-1,15-09-2023
SOKM,-1,15-09-2023
ARCLK,0,15-09-2023
VESTL,-1,15-09-2023
THYAO,-1,15-09-2023
PGSUS,-1,15-09-2023
