Stock_Code,Change_Status,Date
ASTOR,0,05-09-2023
ENJSA,0,05-09-2023
TCELL,0,05-09-2023
TTKOM,-1,05-09-2023
OYAKC,1,05-09-2023
KONYA,0,05-09-2023
YBTAS,-1,05-09-2023
EREGL,1,05-09-2023
KRDMD,1,05-09-2023
TOASO,0,05-09-2023
FROTO,0,05-09-2023
BIMAS,0,05-09-2023
SOKM,0,05-09-2023
ARCLK,0,05-09-2023
VESTL,-1,05-09-2023
THYAO,0,05-09-2023
PGSUS,-1,05-09-2023
