Stock_Code,Change_Status,Date
ASTOR,0,27-09-2023
ENJSA,-1,27-09-2023
TCELL,0,27-09-2023
TTKOM,0,27-09-2023
OYAKC,0,27-09-2023
KONYA,-1,27-09-2023
YBTAS,0,27-09-2023
EREGL,0,27-09-2023
KRDMD,1,27-09-2023
TOASO,-1,27-09-2023
FROTO,0,27-09-2023
BIMAS,-1,27-09-2023
SOKM,0,27-09-2023
ARCLK,0,27-09-2023
VESTL,-1,27-09-2023
THYAO,1,27-09-2023
PGSUS,0,27-09-2023
