Stock_Code,Change_Status,Date
ASTOR,1,19-09-2023
ENJSA,0,19-09-2023
TCELL,0,19-09-2023
TTKOM,0,19-09-2023
OYAKC,0,19-09-2023
KONYA,0,19-09-2023
YBTAS,1,19-09-2023
EREGL,0,19-09-2023
KRDMD,1,19-09-2023
TOASO,1,19-09-2023
FROTO,0,19-09-2023
BIMAS,1,19-09-2023
SOKM,1,19-09-2023
ARCLK,1,19-09-2023
VESTL,1,19-09-2023
THYAO,0,19-09-2023
PGSUS,0,19-09-2023
